S	Spring 2017	ECON 015 01	Economics	ECON	015	01	Economic Poverty & Inequality	1	TTH 08:30am-09:45am	Kohlberg 226|Kohlberg 226	T|TH	08:30am|08:30am	KOHL|KOHL	226|226		Jefferson, P		CRN: 26116 ENR LIM: 35 CUR ENR: 22 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_015	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 021 01	Economics	ECON	021	01	Intermediate Macroeconomics	1	MWF 11:30am-12:20pm	Science Center 101|Science Center 101|Science Center 101	M|W|F	11:30am|11:30am|11:30am	SCI|SCI|SCI	101|101|101		Kuperberg, M		CRN: 20008 ENR LIM: 200 CUR ENR: 101 DIST: SS<br>Students must register for one conference section A-F below.	http://www.swarthmore.edu/cc_economics.xml#ECON_021	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 021 A	Economics	ECON	021	A	Intermediate Macroecon-Conf	0	TH 08:55am-09:45am	Kohlberg 218	TH	08:55am	KOHL	218	CONF TH 08:55am KOHL 218	Kuperberg, M		CRN: 20254 ENR LIM: 15 CUR ENR: 15	http://www.swarthmore.edu/cc_economics.xml#ECON_021	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 021 B	Economics	ECON	021	B	Intermediate Macroecon-Conf	0	TH 09:55am-10:45am	Kohlberg 218	TH	09:55am	KOHL	218	CONF TH 09:55am KOHL 218	Kuperberg, M		CRN: 20255 ENR LIM: 15 CUR ENR: 17	http://www.swarthmore.edu/cc_economics.xml#ECON_021	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 021 C	Economics	ECON	021	C	Intermediate Macroecon-Conf	0	TH 11:20am-12:10pm	Kohlberg 218	TH	11:20am	KOHL	218	CONF TH 11:20am KOHL 218	Kuperberg, M		CRN: 20256 ENR LIM: 15 CUR ENR: 16	http://www.swarthmore.edu/cc_economics.xml#ECON_021	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 021 D	Economics	ECON	021	D	Intermediate Macroecon-Conf	0	TH 01:40pm-02:30pm	Kohlberg 218	TH	01:40pm	KOHL	218	CONF TH 01:40pm KOHL 218	Kuperberg, M		CRN: 20257 ENR LIM: 15 CUR ENR: 17	http://www.swarthmore.edu/cc_economics.xml#ECON_021	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 021 E	Economics	ECON	021	E	Intermediate Macroecon-Conf	0	TH 02:40pm-03:30pm	Kohlberg 218	TH	02:40pm	KOHL	218	CONF TH 02:40pm KOHL 218	Kuperberg, M		CRN: 20258 ENR LIM: 15 CUR ENR: 18	http://www.swarthmore.edu/cc_economics.xml#ECON_021	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 021 F	Economics	ECON	021	F	Intermediate Macroecon-Conf	0	TH 04:05pm-04:55pm	Kohlberg 218	TH	04:05pm	KOHL	218	CONF TH 04:05pm KOHL 218	Kuperberg, M		CRN: 20259 ENR LIM: 15 CUR ENR: 16	http://www.swarthmore.edu/cc_economics.xml#ECON_021	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 031 01	Economics	ECON	031	01	Introduction to Econometrics	1	TTH 01:15pm-02:30pm	Kohlberg 115|Kohlberg 115	T|TH	01:15pm|01:15pm	KOHL|KOHL	115|115		He, D		CRN: 20341 ENR LIM: 35 CUR ENR: 27 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_031	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 031 02	Economics	ECON	031	02	Introduction to Econometrics	1	TTH 02:40pm-03:55pm	Kohlberg 226|Kohlberg 226	T|TH	02:40pm|02:40pm	KOHL|KOHL	226|226		He, D		CRN: 26308 ENR LIM: 35 CUR ENR: 27 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_031	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 033 01	Economics	ECON	033	01	Financial Accounting	1	W 07:00pm-09:30pm	Science Center L26	W	07:00pm	SCI	L26		Hargadon, J		CRN: 21424 ENR LIM: 35 CUR ENR: 41 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_033	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 041 01	Economics	ECON	041	01	Public Economics	1	TTH 09:55am-11:10am	Kohlberg 116|Kohlberg 116	T|TH	09:55am|09:55am	KOHL|KOHL	116|116		Todd Bronchetti, E		CRN: 25679 ENR LIM: 35 CUR ENR: 35 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_041	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 044 01	Economics	ECON	044	01	Urban Economics	1	TTH 09:55am-11:10am	Trotter Hall 201|Trotter Hall 201	T|TH	09:55am|09:55am	TROT|TROT	201|201		Caskey, J		CRN: 25408 ENR LIM: 30 CUR ENR: 20 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_044	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 054 01	Economics	ECON	054	01	Global Capitalism Since 1920	1	MWF 10:30am-11:20am	Kohlberg 228|Kohlberg 228|Kohlberg 228	M|W|F	10:30am|10:30am|10:30am	KOHL|KOHL|KOHL	228|228|228		Golub, S		CRN: 25680 ENR LIM: 35 CUR ENR: 31 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_054	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 082 01	Economics	ECON	082	01	Political Economy of Africa	1	MWF 09:30am-10:20am	Kohlberg 226|Kohlberg 226|Kohlberg 226	M|W|F	09:30am|09:30am|09:30am	KOHL|KOHL|KOHL	226|226|226		O'Connell, S		CRN: 26114 ENR LIM: 35 CUR ENR: 7 DIST: SS<br>Eligible for BLST or PEAC program.	http://www.swarthmore.edu/cc_economics.xml#ECON_082	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 083 01	Economics	ECON	083	01	East Asian Economies	1	M 06:30pm-09:15pm	Kohlberg 226	M	06:30pm	KOHL	226		Wang, T		CRN: 25899 ENR LIM: 35 CUR ENR: 17 DIST: SS<br>Eligible for ASIA program.	http://www.swarthmore.edu/cc_economics.xml#ECON_083	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 091A 01	Economics	ECON	091A	01	Rsch Sem: Community Rsch	1	W 01:15pm-04:00pm	Kohlberg 228	W	01:15pm	KOHL	228	SEM W 01:15pm KOHL 228	Magenheim, E		CRN: 26105 ENR LIM: 12 CUR ENR: 5 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_091A	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 091B 01	Economics	ECON	091B	01	Rsch Sem: Development Economic	1	MWF 10:30am-11:20am	Kohlberg 218|Kohlberg 218|Kohlberg 218	M|W|F	10:30am|10:30am|10:30am	KOHL|KOHL|KOHL	218|218|218	SEM M 10:30am KOHL 218|SEM W 10:30am KOHL 218|SEM F 10:30am KOHL 218	O'Connell, S		CRN: 26104 ENR LIM: 12 CUR ENR: 6 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_091B	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 099 01	Economics	ECON	099	01	Dir Rdg:	.5								Bhanot, S		CRN: 25517 ENR LIM: 5 CUR ENR: 1	http://www.swarthmore.edu/cc_economics.xml#ECON_099	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 099 02	Economics	ECON	099	02	DirRdg:	1								Golub, S		CRN: 25972 ENR LIM: 5 CUR ENR: 1	http://www.swarthmore.edu/cc_economics.xml#ECON_099	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 099 03	Economics	ECON	099	03	DirRdg:	1								Magenheim, E		CRN: 26009 ENR LIM: 5 CUR ENR: 1 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_099	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 101 A	Economics	ECON	101	A	Advanced Microeconomics(1)	1	M 01:15pm-05:30pm	Kohlberg 218	M	01:15pm	KOHL	218	SEM M 01:15pm KOHL 218	Bayer, A		CRN: 26108 ENR LIM: 12 CUR ENR: 9 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_economics.xml#ECON_101	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 101 B	Economics	ECON	101	B	Advanced Microeconomics(2)	1	M 01:15pm-05:30pm	Kohlberg 218	M	01:15pm	KOHL	218		Bayer, A		CRN: 26109 ENR LIM: 12 CUR ENR: 9 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_economics.xml#ECON_101	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 135 01	Economics	ECON	135	01	Advanced Econometrics	1	T 01:15pm-04:00pm	Kohlberg 218	T	01:15pm	KOHL	218	SEM T 01:15pm KOHL 218	Jefferson, P		CRN: 26112 ENR LIM: 12 CUR ENR: 3 DIST: SS	http://www.swarthmore.edu/cc_economics.xml#ECON_135	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 141 A	Economics	ECON	141	A	Public Economics (1)	1	TH 01:15pm-05:30pm	Kohlberg 202	TH	01:15pm	KOHL	202	SEM TH 01:15pm KOHL 202	Todd Bronchetti, E		CRN: 25683 ENR LIM: 10 CUR ENR: 8 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_economics.xml#ECON_141	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 141 B	Economics	ECON	141	B	Public Economics (2)	1	TH 01:15pm-05:30pm	Kohlberg 202	TH	01:15pm	KOHL	202		Todd Bronchetti, E		CRN: 25684 ENR LIM: 10 CUR ENR: 8 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_economics.xml#ECON_141	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 151 A	Economics	ECON	151	A	Interntl Economics (1)	1	W 01:15pm-05:30pm	Kohlberg 218	W	01:15pm	KOHL	218	SEM W 01:15pm KOHL 218	Golub, S		CRN: 26106 ENR LIM: 12 CUR ENR: 10 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.<br>Eligible for ASIA or PEAC program.	http://www.swarthmore.edu/cc_economics.xml#ECON_151	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 151 B	Economics	ECON	151	B	Interntl Economics (2)	1	W 01:15pm-05:30pm	Kohlberg 218	W	01:15pm	KOHL	218		Golub, S		CRN: 26107 ENR LIM: 12 CUR ENR: 10 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_economics.xml#ECON_151	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 162 A	Economics	ECON	162	A	Antitrust/Mkt Regulation(1)	1	M 01:15pm-05:30pm	Kohlberg 202	M	01:15pm	KOHL	202	SEM M 01:15pm KOHL 202	Remer, M		CRN: 26110 ENR LIM: 12 CUR ENR: 9 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_economics.xml#ECON_162	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	ECON 162 B	Economics	ECON	162	B	Antitrust/Mkt Regulation (2)	1	M 01:15pm-05:30pm	Kohlberg 202	M	01:15pm	KOHL	202		Remer, M		CRN: 26111 ENR LIM: 12 CUR ENR: 9 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_economics.xml#ECON_162	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/economics.xml	Department Homepage
S	Spring 2017	EDUC 014 01	Educational Studies	EDUC	014	01	Introduction to Education (W)	1	F 02:00pm-05:00pm	Lang Center 112	F	02:00pm	LANGCR	112		Liu, R		CRN: 20012 ENR LIM: 35 CUR ENR: 16 DIST: SS, W<br>Eligible for CBL.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_014	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 014F 01	Educational Studies	EDUC	014F	01	FYS: Intro to Education (W)	1	M 01:15pm-04:00pm	Pearson Hall 220	M	01:15pm	PEARS	220		Mayorga, E		CRN: 25811 ENR LIM: 12 CUR ENR: 12 DIST: SS, W	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_014F	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 014F 02	Educational Studies	EDUC	014F	02	FYS: Intro to Education (W)	1	M 07:00pm-10:00pm	Pearson Hall 220	M	07:00pm	PEARS	220		Bradley, J		CRN: 25046 ENR LIM: 12 CUR ENR: 10 DIST: SS, W	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_014F	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 023 01	Educational Studies	EDUC	023	01	Adolescence	1	T 07:00pm-10:00pm	Science Center 183	T	07:00pm	SCI	183		Nelson, J		CRN: 25656 ENR LIM: 25 CUR ENR: 17 DIST: SS<br>Cross-listed with PSYC 023.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_023	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 042 01	Educational Studies	EDUC	042	01	Teachng Diverse Yng Lrners(W)	1	M 01:15pm-04:00pm	Lang Center 112	M	01:15pm	LANGCR	112		Bradley, J		CRN: 26256 ENR LIM: 15 CUR ENR: 10 DIST: SS, W	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_042	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 048 01	Educational Studies	EDUC	048	01	Ethnic Studies and Education	1	TH 07:00pm-10:00pm	Pearson Hall 220	TH	07:00pm	PEARS	220		Mayorga, E		CRN: 26260 ENR LIM: 35 CUR ENR: 14 DIST: SS<br>Eligible for BLST or LALS program.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_048	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 053 01	Educational Studies	EDUC	053	01	Language Minority Education	1	W 01:15pm-04:00pm	Lang Center 112	W	01:15pm	LANGCR	112		Allard, E		CRN: 26257 ENR LIM: 25 CUR ENR: 10 DIST: SS<br>Eligible for LALS program.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_053	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 056 01	Educational Studies	EDUC	056	01	Teaching English as 2nd Langua	1	F 02:00pm-05:00pm	Pearson Hall 220	F	02:00pm	PEARS	220		Allard, E		CRN: 25815 ENR LIM: 35 CUR ENR: 6 DIST: SS	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_056	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 065 01	Educational Studies	EDUC	065	01	QRM: Educ Rsch for Soc Chng	1	W 01:15pm-04:00pm	Lang Center 106	W	01:15pm	LANGCR	106		Liu, R		CRN: 24829 ENR LIM: 35 CUR ENR: 6<br>Credit range .5-1. Eligible for CBL.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_065	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 073 01	Educational Studies	EDUC	073	01	Creative Writing Outreach	1	W 01:15pm-04:00pm	Kohlberg 116	W	01:15pm	KOHL	116		Browne, E		CRN: 26327 ENR LIM: 15 CUR ENR: 0 DIST: SS<br>Cross-listed with ENGL 07K. Eligible for CBL.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_073	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 076 01	Educational Studies	EDUC	076	01	Pre Student Teaching Practicum	.5										CRN: 25814 ENR LIM: 12 CUR ENR: 0<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_076	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 091A 01	Educational Studies	EDUC	091A	01	Special Topics	.5										CRN: 20275 ENR LIM: 12 CUR ENR: 0<br>Credit range .5-1. See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_091A	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 091B 01	Educational Studies	EDUC	091B	01	Special Topics	.5								Mayorga, E		CRN: 20287 ENR LIM: 12 CUR ENR: 1<br>Credit range .5-1. See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_091B	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 097 01	Educational Studies	EDUC	097	01	Educational Studies Thesis	1								Allard, E		CRN: 20284 ENR LIM: 10 CUR ENR: 1 DIST: SS<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_097	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 097 02	Educational Studies	EDUC	097	02	Educational Studies Thesis	1								Nelson, J		CRN: 24773 ENR LIM: 12 CUR ENR: 5 DIST: SS	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_097	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 097 03	Educational Studies	EDUC	097	03	Educational Studies Thesis	1								Anderson, D		CRN: 24774 ENR LIM: 12 CUR ENR: 1 DIST: SS	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_097	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 097 04	Educational Studies	EDUC	097	04	Educational Studies Thesis	1								Mayorga, E		CRN: 25463 ENR LIM: 12 CUR ENR: 1 DIST: SS	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_097	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 131 A	Educational Studies	EDUC	131	A	Soc & Cultur Persp-Educ (1)(W)	1	TTH 01:15pm-02:30pm	Pearson Hall 220|Pearson Hall 220	T|TH	01:15pm|01:15pm	PEARS|PEARS	220|220	SEM T 01:15pm PEARS 220|SEM TH 01:15pm PEARS 220	Smulyan, L		CRN: 26258 ENR LIM: 12 CUR ENR: 6 DIST: SS, W<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_131	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 131 B	Educational Studies	EDUC	131	B	Soc & Cultural Persp-Educ (2)	1	TTH 01:15pm-02:30pm	Pearson Hall 220|Pearson Hall 220	T|TH	01:15pm|01:15pm	PEARS|PEARS	220|220		Smulyan, L		CRN: 26259 ENR LIM: 12 CUR ENR: 6 DIST: SS<br>Double-graded seminar. BOTH SECTIONS required.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_131	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 180 01	Educational Studies	EDUC	180	01	Honors Thesis	1								Renninger, K		CRN: 21026 ENR LIM: 5 CUR ENR: 1 DIST: SS<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_180	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	EDUC 180 02	Educational Studies	EDUC	180	02	Honors Thesis	1								Mayorga, E		CRN: 24770 ENR LIM: 5 CUR ENR: 0 DIST: SS	http://www.swarthmore.edu/cc_educationalstudies.xml#EDUC_180	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/educationalstudies.xml	Department Homepage
S	Spring 2017	ENGL 001D 01	English Literature	ENGL	001D	01	Writing Tutorial	.5										CRN: 25971 ENR LIM: 5 CUR ENR: 0<br>By permission of the Instructor.	http://www.swarthmore.edu/cc_englishliterature.xml#ENGL_001D	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/englishliterature.xml	Department Homepage
S	Spring 2017	ENGL 001F 01	English Literature	ENGL	001F	01	FYS:Trans to Coll Writing(W)	1	TTH 11:20am-12:35pm	Kohlberg 230|Kohlberg 230	T|TH	11:20am|11:20am	KOHL|KOHL	230|230		Gladstein, J		CRN: 24810 ENR LIM: 14 CUR ENR: 13 DIST: HU, W	http://www.swarthmore.edu/cc_englishliterature.xml#ENGL_001F	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/englishliterature.xml	Department Homepage
S	Spring 2017	ENGL 001F 02	English Literature	ENGL	001F	02	FYS:Trans to Coll Writing(W)	1	TTH 01:15pm-02:30pm	Trotter Hall 315|Trotter Hall 315	T|TH	01:15pm|01:15pm	TROT|TROT	315|315		Newmann Holmes, A		CRN: 25893 ENR LIM: 14 CUR ENR: 9 DIST: HU, W	http://www.swarthmore.edu/cc_englishliterature.xml#ENGL_001F	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/englishliterature.xml	Department Homepage
S	Spring 2017	ENGL 001H 01	English Literature	ENGL	001H	01	Insights into Rsch Writing (W)	1	TTH 09:55am-11:10am	Trotter Hall 315|Trotter Hall 315	T|TH	09:55am|09:55am	TROT|TROT	315|315		Newmann Holmes, A		CRN: 25738 ENR LIM: 12 CUR ENR: 8 DIST: HU, W	http://www.swarthmore.edu/cc_englishliterature.xml#ENGL_001H	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/englishliterature.xml	Department Homepage
S	Spring 2017	ENGL 009D 01	English Literature	ENGL	009D	01	FYS: Nation and Migration (W)	1	TTH 11:20am-12:35pm	Lang Perf Arts Ctr 201|Lang Perf Arts Ctr 201	T|TH	11:20am|11:20am	LANGPA|LANGPA	201|201		Mani, B		CRN: 25325 ENR LIM: 12 CUR ENR: 11 DIST: HU, W	http://www.swarthmore.edu/cc_englishliterature.xml#ENGL_009D	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/englishliterature.xml	Department Homepage
S	Spring 2017	ENGL 009X 01	English Literature	ENGL	009X	01	FYS:Plays/Playwrts of Blk Amer	1	TTH 09:55am-11:10am	Trotter Hall 215|Trotter Hall 215	T|TH	09:55am|09:55am	TROT|TROT	215|215		Glover, E		CRN: 26060 ENR LIM: 12 CUR ENR: 6 DIST: HU<br>Cross-listed with THEA 009C. Eligible for BLST program.	http://www.swarthmore.edu/cc_englishliterature.xml#ENGL_009X	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/englishliterature.xml	Department Homepage
S	Spring 2017	ENGL 011 01	English Literature	ENGL	011	01	Comedy (W)	1	MWF 10:30am-11:20am	Trotter Hall 215|Trotter Hall 215|Trotter Hall 215	M|W|F	10:30am|10:30am|10:30am	TROT|TROT|TROT	215|215|215		Johnson, N		CRN: 25671 ENR LIM: 15 CUR ENR: 13 DIST: HU, W	http://www.swarthmore.edu/cc_englishliterature.xml#ENGL_011	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/englishliterature.xml	Department Homepage
S	Spring 2017	ENGL 022 01	English Literature	ENGL	022	01	Core: Litr-English Renaissance	1	W 01:15pm-04:00pm	Science Center 128	W	01:15pm	SCI	128		Johnson, N		CRN: 26207 ENR LIM: 40 CUR ENR: 7 DIST: HU	http://www.swarthmore.edu/cc_englishliterature.xml#ENGL_022	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/englishliterature.xml	Department Homepage
S	Spring 2017	ENGL 041 01	English Literature	ENGL	041	01	Victorian Poets:Eminence&Decad	1	M 01:15pm-04:00pm	Lang Perf Arts Ctr 301	M	01:15pm	LANGPA	301		Anderson, N		CRN: 26208 ENR LIM: 40 CUR ENR: 19 DIST: HU	http://www.swarthmore.edu/cc_englishliterature.xml#ENGL_041	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/englishliterature.xml	Department Homepage
