S	Spring 2017	PHYS 004 A	Physics	PHYS	004	A	General Physics II- Lab	0	M 01:15pm-04:15pm	Science Center L45	M	01:15pm	SCI	L45	LAB M 01:15pm SCI L45	Graves, A		CRN: 20083 ENR LIM: 14 CUR ENR: 10	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_004	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 004 B	Physics	PHYS	004	B	General Physics II- Lab	0	T 01:15pm-04:15pm	Science Center L45	T	01:15pm	SCI	L45	LAB T 01:15pm SCI L45	Graves, A		CRN: 20085 ENR LIM: 14 CUR ENR: 11	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_004	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 004 C	Physics	PHYS	004	C	General Physics II- Lab	0	W 01:15pm-04:15pm	Science Center L45	W	01:15pm	SCI	L45	LAB W 01:15pm SCI L45	Guess, C		CRN: 24279 ENR LIM: 14 CUR ENR: 11	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_004	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 004L 01	Physics	PHYS	004L	01	GenPhysII:Biomed Appl-E&M	1	MWF 10:30am-11:20am	Science Center 199|Science Center 199|Science Center 199	M|W|F	10:30am|10:30am|10:30am	SCI|SCI|SCI	199|199|199		Geller, B		CRN: 23724 ENR LIM: 80 CUR ENR: 54 DIST: NS, NSEP<br>Students must register for one lab section A-D below.<br>Labs are limited to first come first served.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_004L	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 004L A	Physics	PHYS	004L	A	GenPhysII:Biomed Appl-E&M- Lab	0	M 01:15pm-04:15pm	Science Center L03	M	01:15pm	SCI	L03	LAB M 01:15pm SCI L03	Geller, B		CRN: 23725 ENR LIM: 16 CUR ENR: 16	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_004L	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 004L B	Physics	PHYS	004L	B	GenPhysII:Biomed Appl-E&M- Lab	0	T 01:15pm-04:15pm	Science Center L03	T	01:15pm	SCI	L03	LAB T 01:15pm SCI L03	Crouch, C		CRN: 23726 ENR LIM: 16 CUR ENR: 11	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_004L	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 004L C	Physics	PHYS	004L	C	GenPhysII:Biomed Appl-E&M- Lab	0	W 01:15pm-04:15pm	Science Center L03	W	01:15pm	SCI	L03	LAB W 01:15pm SCI L03	Crouch, C		CRN: 23766 ENR LIM: 16 CUR ENR: 15	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_004L	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 004L D	Physics	PHYS	004L	D	GenPhysII:Biomed Appl-E&M- Lab	0	TH 01:15pm-04:15pm	Science Center L03	TH	01:15pm	SCI	L03	LAB TH 01:15pm SCI L03	Crouch, C		CRN: 25362 ENR LIM: 16 CUR ENR: 13	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_004L	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 008 01	Physics	PHYS	008	01	Electricity Magnetism & Waves	1	TTH 09:55am-11:10am	Science Center 102|Science Center 102	T|TH	09:55am|09:55am	SCI|SCI	102|102		Smith, T		CRN: 24940 ENR LIM: 20 CUR ENR: 15 DIST: NS, NSEP<br>Students must register for one lab section A or B below.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_008	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 008 A	Physics	PHYS	008	A	Elect Magne & Waves- Lab	0	W 01:15pm-04:15pm	Science Center L43	W	01:15pm	SCI	L43	LAB W 01:15pm SCI L43	Smith, T		CRN: 24941 ENR LIM: 10 CUR ENR: 7	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_008	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 008 B	Physics	PHYS	008	B	Elect Magne & Waves- Lab	0	TH 01:15pm-04:15pm	Science Center L43	TH	01:15pm	SCI	L43	LAB TH 01:15pm SCI L43	Klassen, M		CRN: 24942 ENR LIM: 10 CUR ENR: 7	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_008	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 013 01	Physics	PHYS	013	01	Thermodynamic/ Mech	.5	MWF 10:30am-11:20am	Science Center L32|Science Center L32|Science Center L32	M|W|F	10:30am|10:30am|10:30am	SCI|SCI|SCI	L32|L32|L32		Collings, P		CRN: 24600 ENR LIM: 30 CUR ENR: 30<br>1st half of semester. Register for one lab A-C below.<br>Any combination of PHYS 13,15,or18 equals 1 NS/NSEP	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_013	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 013 A	Physics	PHYS	013	A	Thermodyn/Stat Mechanics- Lab	0	T 01:15pm-04:15pm	Science Center 187	T	01:15pm	SCI	187	LAB T 01:15pm SCI 187	Collings, P		CRN: 24601 ENR LIM: 10 CUR ENR: 8<br>Lab meets every other week.<br>1st half of semester.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_013	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 013 B	Physics	PHYS	013	B	Thermodyn/Stat Mechanics- Lab	0	W 01:15pm-04:15pm	Science Center 187	W	01:15pm	SCI	187	LAB W 01:15pm SCI 187	Klassen, M		CRN: 24603 ENR LIM: 10 CUR ENR: 15<br>Lab meets every other week.<br>1st half of semester.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_013	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 013 C	Physics	PHYS	013	C	Thermodyn/Stat Mechanics- Lab	0	TH 01:15pm-04:15pm	Science Center 187	TH	01:15pm	SCI	187	LAB TH 01:15pm SCI 187	Collings, P		CRN: 25363 ENR LIM: 10 CUR ENR: 5<br>Lab meets every other week. 1st Half of semester.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_013	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 015 01	Physics	PHYS	015	01	Optics	.5	MWF 10:30am-11:20am	Science Center L32|Science Center L32|Science Center L32	M|W|F	10:30am|10:30am|10:30am	SCI|SCI|SCI	L32|L32|L32		Collings, P		CRN: 24604 ENR LIM: 30 CUR ENR: 32<br>2nd half of semester. Register for 1 lab below.<br>Any combination of PHYS 13,15,or18 equals 1 NS/NSEP	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_015	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 015 A	Physics	PHYS	015	A	Optics- Lab	0	T 01:15pm-04:15pm	Science Center 187	T	01:15pm	SCI	187	LAB T 01:15pm SCI 187	Klassen, M		CRN: 24605 ENR LIM: 10 CUR ENR: 10<br>Lab meets every other week.<br>2nd half of semester.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_015	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 015 B	Physics	PHYS	015	B	Optics- Lab	0	W 01:15pm-04:15pm	Science Center 187	W	01:15pm	SCI	187	LAB W 01:15pm SCI 187	Klassen, M		CRN: 25412 ENR LIM: 10 CUR ENR: 15<br>Lab meets every other week. 2nd half of semester.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_015	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 015 C	Physics	PHYS	015	C	Optics- Lab	0	TH 01:15pm-04:15pm	Science Center 187	TH	01:15pm	SCI	187	LAB TH 01:15pm SCI 187	Klassen, M		CRN: 24606 ENR LIM: 10 CUR ENR: 6<br>Lab meets every other week.<br>2nd half of semester.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_015	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 017 01	Physics	PHYS	017	01	Math Methods of Physics	.5	MWF 10:30am-11:20am	Science Center 104|Science Center 104|Science Center 104	M|W|F	10:30am|10:30am|10:30am	SCI|SCI|SCI	104|104|104		Brown, M		CRN: 24608 ENR LIM: 28 CUR ENR: 13<br>1st half of semester. Register for one lab A or B below.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_017	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 017 A	Physics	PHYS	017	A	MathMethod of Physics- Lab	0	M 01:15pm-04:15pm	Science Center L44	M	01:15pm	SCI	L44	LAB M 01:15pm SCI L44	Light, A		CRN: 24609 ENR LIM: 14 CUR ENR: 8<br>Lab meets every other week.<br>1st half of semester.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_017	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 017 B	Physics	PHYS	017	B	MathMethod of Physics- Lab	0	T 01:15pm-04:15pm	Science Center L44	T	01:15pm	SCI	L44	LAB T 01:15pm SCI L44	Light, A		CRN: 25413 ENR LIM: 14 CUR ENR: 5<br>Lab meets every other week. 1st half of semester.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_017	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 018 01	Physics	PHYS	018	01	Quantum Mechanics	.5	MWF 10:30am-11:20am	Science Center 104|Science Center 104|Science Center 104	M|W|F	10:30am|10:30am|10:30am	SCI|SCI|SCI	104|104|104		Brown, M		CRN: 24611 ENR LIM: 28 CUR ENR: 11<br>2nd half of semester. Register for one lab A or B below.<br>Any combination of PHYS 13,15,or18 equals 1 NS/NSEP	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_018	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 018 A	Physics	PHYS	018	A	Quantum Mechanics- Lab	0	M 01:15pm-04:15pm	Science Center L44	M	01:15pm	SCI	L44	LAB M 01:15pm SCI L44	Light, A		CRN: 24612 ENR LIM: 14 CUR ENR: 6<br>Lab meets every other week. 2nd half of semester.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_018	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 018 B	Physics	PHYS	018	B	Quantum Mechanics- Lab	0	T 01:15pm-04:15pm	Science Center L44	T	01:15pm	SCI	L44	LAB T 01:15pm SCI L44			CRN: 25364 ENR LIM: 14 CUR ENR: 5<br>Lab meets every other week. 2nd half of semester.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_018	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 081 01	Physics	PHYS	081	01	Advanced Laboratory I	.5	F 02:00pm-05:00pm	Science Center L33	F	02:00pm	SCI	L33	LAB F 02:00pm SCI L33	Crouch, C		CRN: 21776 ENR LIM: 35 CUR ENR: 7<br>Phys 081 + 082 = one W	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_081	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 082 01	Physics	PHYS	082	01	Advanced Laboratory II (W)	.5	F 02:00pm-05:00pm,F 02:00pm-05:00pm	Science Center L48,Science Center L42	F	02:00pm,02:00pm	SCI,SCI	L48,L42	LAB F 02:00pm SCI L48|LAB F 02:00pm SCI L42	Crouch, C		CRN: 20112 ENR LIM: 35 CUR ENR: 3 DIST: W<br>Phys 081 + 082 = one W	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_082	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 083 01	Physics	PHYS	083	01	Advanced Laboratory III (W)	.5	F 02:00pm-05:00pm	Science Center L43	F	02:00pm	SCI	L43	LAB F 02:00pm SCI L43	Crouch, C		CRN: 22469 ENR LIM: 35 CUR ENR: 0 DIST: W<br>PHYS 083 + ENGR 072 = one W	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_083	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 093 A	Physics	PHYS	093	A	Directed Reading	1										CRN: 20804 ENR LIM: 10 CUR ENR: 0<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_093	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 094 A	Physics	PHYS	094	A	Research Project	1								Smith, T		CRN: 20122 ENR LIM: 10 CUR ENR: 0 DIST: NS<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_094	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 113 01	Physics	PHYS	113	01	Quantum Theory	1	T 01:15pm-04:15pm	Science Center 113	T	01:15pm	SCI	113	SEM T 01:15pm SCI 113	Guess, C		CRN: 20127 ENR LIM: 12 CUR ENR: 14 DIST: NS	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_113	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 113 02	Physics	PHYS	113	02	Quantum Theory	1	M 07:00pm-10:00pm	Science Center 113	M	07:00pm	SCI	113	SEM M 07:00pm SCI 113	Guess, C		CRN: 26168 ENR LIM: 12 CUR ENR: 5 DIST: NS	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_113	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 114 01	Physics	PHYS	114	01	Statistical Physics	1	TH 01:15pm-04:15pm	Science Center 113	TH	01:15pm	SCI	113	SEM TH 01:15pm SCI 113	Graves, A		CRN: 20128 ENR LIM: 12 CUR ENR: 12 DIST: NS	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_114	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 114 02	Physics	PHYS	114	02	Statistical Physics	1	W 07:00pm-10:00pm	Science Center 113	W	07:00pm	SCI	113	SEM W 07:00pm SCI 113	Graves, A		CRN: 26169 ENR LIM: 12 CUR ENR: 4 DIST: NS	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_114	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	PHYS 130 01	Physics	PHYS	130	01	General Relativity	1	M 01:15pm-04:15pm	Science Center 113	M	01:15pm	SCI	113	SEM M 01:15pm SCI 113	Smith, T		CRN: 26170 ENR LIM: 12 CUR ENR: 14 DIST: NS	http://www.swarthmore.edu/cc_physicsastronomy.xml#PHYS_130	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/NatSci/physics/	Department Homepage
S	Spring 2017	POLS 001 01	Political Science	POLS	001	01	Political Theory	1	TTH 11:20am-12:35pm	Trotter Hall 303|Trotter Hall 303	T|TH	11:20am|11:20am	TROT|TROT	303|303		Melonas, D		CRN: 26011 ENR LIM: 25 CUR ENR: 18 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_001	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 002 01	Political Science	POLS	002	01	American Politics	1	MWF 10:30am-11:20am	Trotter Hall 303|Trotter Hall 303|Trotter Hall 303	M|W|F	10:30am|10:30am|10:30am	TROT|TROT|TROT	303|303|303		Javian, K		CRN: 26117 ENR LIM: 25 CUR ENR: 25 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_002	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 003 01	Political Science	POLS	003	01	Comparative Politics	1	TTH 09:55am-11:10am	Trotter Hall 303|Trotter Hall 303	T|TH	09:55am|09:55am	TROT|TROT	303|303		White, T		CRN: 24524 ENR LIM: 25 CUR ENR: 20 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_003	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 003 02	Political Science	POLS	003	02	Comparative Politics	1	MWF 10:30am-11:20am	Trotter Hall 301|Trotter Hall 301|Trotter Hall 301	M|W|F	10:30am|10:30am|10:30am	TROT|TROT|TROT	301|301|301		Balkan, O		CRN: 25879 ENR LIM: 25 CUR ENR: 17 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_003	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 004 01	Political Science	POLS	004	01	International Politics	1	TTH 11:20am-12:35pm	Trotter Hall 301|Trotter Hall 301	T|TH	11:20am|11:20am	TROT|TROT	301|301		Kaya, A		CRN: 26118 ENR LIM: 25 CUR ENR: 29 DIST: SS<br>Eligible for PEAC program.	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_004	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 010F 02	Political Science	POLS	010F	02	FYS: When Disaster Strikes	1	W 01:15pm-04:00pm	Trotter Hall 315	W	01:15pm	TROT	315		White, T		CRN: 26284 ENR LIM: 12 CUR ENR: 6 DIST: SS<br>Eligible for ENVS program.	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_010F	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 012 01	Political Science	POLS	012	01	Intro to Mdrn Political Thght	1	TTH 09:55am-11:10am	Trotter Hall 301|Trotter Hall 301	T|TH	09:55am|09:55am	TROT|TROT	301|301		Berger, B		CRN: 20113 ENR LIM: 25 CUR ENR: 30 DIST: SS<br>Eligible for INTP program. Course NOT open to Freshmen.	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_012	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 017 01	Political Science	POLS	017	01	Black Political Thought	1	TTH 01:15pm-02:30pm	Trotter Hall 301|Trotter Hall 301	T|TH	01:15pm|01:15pm	TROT|TROT	301|301		Melonas, D		CRN: 26119 ENR LIM: 25 CUR ENR: 16 DIST: SS<br>Eligible for BLST program.	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_017	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 020 01	Political Science	POLS	020	01	Public Opinion & Amer Democra	1	MWF 11:30am-12:20pm	Trotter Hall 301|Trotter Hall 301|Trotter Hall 301	M|W|F	11:30am|11:30am|11:30am	TROT|TROT|TROT	301|301|301		Javian, K		CRN: 26120 ENR LIM: 25 CUR ENR: 14 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_020	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 024 01	Political Science	POLS	024	01	Amer Constitutional Law	1	TTH 01:15pm-02:30pm	Trotter Hall 303|Trotter Hall 303	T|TH	01:15pm|01:15pm	TROT|TROT	303|303		Nackenoff, C		CRN: 26121 ENR LIM: 25 CUR ENR: 13 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_024	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 031 01	Political Science	POLS	031	01	Borders & Boundaries	1	M 01:15pm-04:00pm	Trotter Hall 301	M	01:15pm	TROT	301		Balkan, O		CRN: 26122 ENR LIM: 25 CUR ENR: 12 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_031	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 036 01	Political Science	POLS	036	01	Policy in Practice	1	M 01:15pm-04:00pm	Trotter Hall 303	M	01:15pm	TROT	303		Dobbs, E		CRN: 26123 ENR LIM: 25 CUR ENR: 19 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_036	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 062 01	Political Science	POLS	062	01	Politi/Practice of Humanitaria	1	W 01:15pm-04:00pm	Trotter Hall 303	W	01:15pm	TROT	303		Paddon, E		CRN: 26125 ENR LIM: 25 CUR ENR: 23 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_062	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 063 01	Political Science	POLS	063	01	Politics of Sub-Saharan Africa	1	TTH 02:40pm-03:55pm	Trotter Hall 303|Trotter Hall 303	T|TH	02:40pm|02:40pm	TROT|TROT	303|303		Paddon, E		CRN: 26126 ENR LIM: 25 CUR ENR: 10 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_063	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 065 01	Political Science	POLS	065	01	Chinese Foreign Policy	1	TTH 01:15pm-02:30pm	Trotter Hall 215|Trotter Hall 215	T|TH	01:15pm|01:15pm	TROT|TROT	215|215		White, T		CRN: 26326 ENR LIM: 35 CUR ENR: 1 DIST: SS	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_065	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 068S 01	Political Science	POLS	068S	01	Globz:Pols,Econ,Env,Hlth,Secur	1	W 01:15pm-04:00pm	Trotter Hall 203	W	01:15pm	TROT	203		Kaya, A		CRN: 26127 ENR LIM: 15 CUR ENR: 14 DIST: SS<br>Prerequisite: POLS 004 and POLS 068F	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_068S	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 070B 01	Political Science	POLS	070B	01	Politics of Punishment	1.5	W 12:00pm-04:30pm	Off Campus OFFCAM	W	12:00pm	OFFCAM	OFFCAM		Reeves, K		CRN: 25706 ENR LIM: 15 CUR ENR: 12 DIST: SS<br>Eligible for BLST program. Non-Honors, Jrs & Srs only.<br>By Instructor permission, interview process.	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_070B	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 087 01	Political Science	POLS	087	01	Water Policies:China & US	1	M 01:15pm-04:00pm	Kohlberg 115	M	01:15pm	KOHL	115		Nackenoff, C|Kong, H		CRN: 26129 ENR LIM: 35 CUR ENR: 22 DIST: SS<br>Cross-listed with CHIN 087.<br>Eligible for ENVS or ASIA program.	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_087	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 087A 01	Political Science	POLS	087A	01	Water Policies:China & US	.5								Nackenoff, C|Kong, H		CRN: 26285 ENR LIM: 35 CUR ENR: 0<br>Professor approval required. Eligible for ASIA or ENVS<br>program.	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_087A	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 090 01	Political Science	POLS	090	01	Dir Rdg:	1								Kaya, A		CRN: 20130 ENR LIM: 12 CUR ENR: 1<br>Credit range .5-1. See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_090	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 092 01	Political Science	POLS	092	01	Sr. Comprehensive Requirement	.5								Tierney, D		CRN: 24301 ENR LIM: 35 CUR ENR: 27	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_092	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
S	Spring 2017	POLS 095 01	Political Science	POLS	095	01	Thesis	1								Reeves, K		CRN: 24749 ENR LIM: 12 CUR ENR: 1 DIST: SS<br>See Dept Admin Asst to register.	http://www.swarthmore.edu/cc_politicalscience.xml#POLS_095	Course Catalogue link to course	http://bookstore.swarthmore.edu/	Book Prices	http://www.swarthmore.edu/politicalscience.xml	Department Homepage
